,id,email,gender,age,spending_beverage,spending_bakery,spending_canned,spending_frozen,spending_meat,spending_fruit_vege,spending_cleaner,spending_paper,cluster
976,977,scuniffer4@nasa.gov,Female,50,17.8,54.45,24.33,88.04,199.49,159.18,16.83,41.45,1
977,978,hsiderfinr5@rediff.com,Male,58,17.37,60.76,39.9,80.16,75.09,6.43,7.54,61.91,2
978,979,gbambrar6@uol.com.br,Male,31,7.04,5.21,22.17,52.29,168.99,62.42,33.38,41.6,2
979,980,rmurriganr7@spotify.com,Male,46,33.56,11.66,25.72,65.53,128.57,92.16,2.73,16.46,2
980,981,jmccobbr8@ibm.com,Male,64,10.04,52.65,26.52,32.25,91.96,51.98,15.13,43.87,2
981,982,wbodemeaidr9@wikipedia.org,Female,68,32.39,25.21,25.58,61.3,64.84,128.24,9.75,41.21,5
982,983,mcrosbiera@telegraph.co.uk,Male,46,23.73,32.5,19.85,38.4,152.24,100.52,11.63,47.56,1
983,984,fmacdunlevyrb@kickstarter.com,Female,29,12.76,68.04,37.92,92.26,54.54,53.82,15.0,30.11,2
984,985,jdingivanrc@intel.com,Female,24,14.38,37.04,33.82,81.28,115.58,61.81,11.54,4.81,2
985,986,cstillmannrd@google.ca,Male,43,16.92,24.92,30.48,65.88,132.78,1.59,20.34,51.6,2
986,987,wwalere@epa.gov,Female,68,14.01,9.93,2.1,54.03,153.91,108.5,26.77,47.67,1
987,988,nskeatesrf@wufoo.com,Male,24,9.0,9.78,5.68,60.39,127.39,58.51,27.16,16.71,2
988,989,praikerrg@twitter.com,Female,54,42.84,12.39,9.13,35.41,177.46,25.53,38.96,27.8,2
989,990,dgierrh@blogspot.com,Female,32,40.46,35.52,42.03,68.08,72.63,37.92,12.02,45.38,2
990,991,mbutlinri@newyorker.com,Male,24,39.17,21.23,29.23,99.74,101.76,119.36,20.61,66.99,2
991,992,qkemmeyrj@baidu.com,Female,37,26.41,38.77,12.44,62.44,49.68,8.85,19.68,20.27,2
992,993,cdanserrk@godaddy.com,Female,36,21.29,20.5,1.77,64.39,67.03,206.39,6.69,21.35,5
993,994,ldaelmanrl@disqus.com,Male,31,2.41,56.27,36.09,49.54,184.21,167.31,0.89,50.24,1
994,995,abroomerrm@ebay.com,Male,30,28.83,26.29,30.02,72.97,52.79,243.95,1.36,37.63,5
995,996,epinderrn@deviantart.com,Male,62,8.59,35.85,20.99,10.04,64.61,13.61,9.51,45.94,2
996,997,ssellarro@ihg.com,Female,43,10.98,53.25,11.99,20.25,60.75,26.51,27.3,40.49,2
997,998,mtannrp@ameblo.jp,Male,30,25.86,51.52,28.95,77.5,140.68,123.25,25.43,38.51,1
998,999,ssagarrq@gizmodo.com,Female,67,41.34,3.19,48.01,77.73,27.31,171.44,25.08,49.99,5
999,1000,ldowdallrr@plala.or.jp,Female,31,38.13,2.64,9.58,68.79,38.67,150.95,47.16,22.46,5
